date,global,north,south
191601,-0.13,-0.13,-0.13
191602,-0.15,-0.21,-0.08
191603,-0.20,-0.28,-0.12
191604,-0.20,-0.28,-0.12
191605,-0.22,-0.30,-0.14
191606,-0.30,-0.41,-0.18
191607,-0.32,-0.32,-0.31
191608,-0.21,-0.41,-0.01
191609,-0.30,-0.41,-0.18
191610,-0.31,-0.37,-0.25
191611,-0.54,-0.69,-0.39
191612,-0.74,-1.05,-0.43
191701,-0.53,-0.54,-0.51
191702,-0.63,-0.73,-0.53
191703,-0.66,-0.79,-0.53
191704,-0.52,-0.69,-0.34
191705,-0.51,-0.65,-0.36
191706,-0.37,-0.39,-0.36
191707,-0.18,-0.27,-0.09
191708,-0.20,-0.39,-0.01
191709,-0.21,-0.33,-0.09
191710,-0.44,-0.68,-0.20
191711,-0.36,-0.38,-0.33
191712,-0.55,-0.92,-0.18
191801,-0.50,-0.71,-0.30
191802,-0.43,-0.64,-0.23
191803,-0.34,-0.37,-0.30
191804,-0.44,-0.58,-0.29
191805,-0.41,-0.61,-0.21
191806,-0.36,-0.49,-0.24
191807,-0.28,-0.37,-0.18
191808,-0.27,-0.39,-0.15
191809,-0.16,-0.22,-0.11
191810,-0.11,-0.20,-0.02
191811,-0.14,-0.32,0.04
191812,-0.22,-0.50,0.05
191901,-0.06,-0.14,0.02
191902,-0.24,-0.42,-0.06
191903,-0.24,-0.45,-0.03
191904,-0.03,-0.21,0.15
191905,-0.17,-0.26,-0.08
191906,-0.32,-0.40,-0.24
191907,-0.26,-0.28,-0.25
191908,-0.36,-0.28,-0.44
191909,-0.23,-0.20,-0.25
191910,-0.25,-0.12,-0.38
191911,-0.28,-0.29,-0.27
191912,-0.33,-0.44,-0.22
192001,-0.17,-0.06,-0.28
192002,-0.20,-0.17,-0.24
192003,-0.14,0.01,-0.29
192004,-0.27,-0.25,-0.29
192005,-0.19,-0.12,-0.27
192006,-0.27,-0.21,-0.34
192007,-0.29,-0.29,-0.30
192008,-0.23,-0.32,-0.15
192009,-0.19,-0.36,-0.02
192010,-0.20,-0.36,-0.04
192011,-0.22,-0.40,-0.05
192012,-0.36,-0.57,-0.16
192101,-0.11,-0.01,-0.20
192102,-0.26,-0.28,-0.24
192103,-0.27,-0.25,-0.30
192104,-0.29,-0.23,-0.36
192105,-0.19,-0.17,-0.21
192106,-0.21,-0.13,-0.28
192107,-0.12,-0.10,-0.15
192108,-0.15,-0.24,-0.05
192109,-0.15,-0.17,-0.12
192110,-0.03,-0.01,-0.05
192111,-0.08,-0.01,-0.15
192112,-0.14,-0.14,-0.14
192201,-0.19,-0.11,-0.28
192202,-0.41,-0.58,-0.24
192203,-0.14,-0.11,-0.16
192204,-0.15,-0.14,-0.17
192205,-0.30,-0.23,-0.37
192206,-0.29,-0.26,-0.31
192207,-0.30,-0.30,-0.30
192208,-0.32,-0.32,-0.32
192209,-0.29,-0.39,-0.18
192210,-0.29,-0.37,-0.21
192211,-0.04,-0.06,-0.02
192212,-0.12,0.00,-0.24
192301,-0.29,-0.29,-0.29
192302,-0.32,-0.43,-0.21
192303,-0.38,-0.51,-0.24
192304,-0.32,-0.45,-0.20
192305,-0.23,-0.30,-0.16
192306,-0.19,-0.18,-0.21
192307,-0.31,-0.30,-0.33
192308,-0.36,-0.30,-0.43
192309,-0.32,-0.26,-0.38
192310,-0.18,-0.01,-0.34
192311,-0.03,0.12,-0.17
192312,-0.03,-0.02,-0.03
192401,-0.16,-0.19,-0.14
192402,-0.17,-0.19,-0.15
192403,-0.05,0.03,-0.14
192404,-0.19,-0.14,-0.25
192405,-0.14,-0.04,-0.24
192406,-0.18,-0.12,-0.25
192407,-0.30,-0.23,-0.38
192408,-0.35,-0.20,-0.51
192409,-0.29,-0.22,-0.35
192410,-0.31,-0.26,-0.35
192411,-0.22,-0.02,-0.43
192412,-0.34,-0.24,-0.43
192501,-0.42,-0.40,-0.44
192502,-0.36,-0.36,-0.36
192503,-0.24,-0.13,-0.36
192504,-0.17,-0.09,-0.25
192505,-0.21,-0.18,-0.23
192506,-0.26,-0.23,-0.29
192507,-0.22,-0.21,-0.24
192508,-0.22,-0.17,-0.27
192509,-0.23,-0.06,-0.40
192510,-0.11,-0.01,-0.20
192511,-0.04,0.02,-0.09
192512,0.04,0.16,-0.09
192601,0.17,0.40,-0.07
192602,0.05,0.13,-0.04
192603,0.10,0.29,-0.08
192604,0.02,0.02,0.01
192605,-0.19,-0.22,-0.16
192606,-0.15,-0.14,-0.16
192607,-0.22,-0.21,-0.24
192608,-0.17,-0.07,-0.28
192609,-0.13,-0.06,-0.20
192610,0.01,0.14,-0.12
192611,-0.08,0.08,-0.23
192612,-0.24,-0.26,-0.23
192701,-0.26,-0.29,-0.23
192702,-0.15,-0.11,-0.19
192703,-0.34,-0.49,-0.18
192704,-0.29,-0.24,-0.33
192705,-0.22,-0.12,-0.33
192706,-0.16,-0.15,-0.17
192707,-0.17,-0.10,-0.24
192708,-0.06,-0.12,-0.01
192709,-0.07,0.08,-0.22
192710,0.00,0.22,-0.22
192711,-0.02,0.05,-0.10
192712,-0.27,-0.30,-0.25
192801,-0.08,0.11,-0.27
192802,-0.11,0.05,-0.27
192803,-0.22,-0.17,-0.26
192804,-0.21,-0.31,-0.12
192805,-0.18,-0.11,-0.26
192806,-0.18,-0.25,-0.12
192807,-0.20,-0.12,-0.27
192808,-0.21,-0.19,-0.23
192809,-0.09,-0.06,-0.12
192810,-0.18,-0.14,-0.22
192811,-0.10,0.01,-0.21
192812,-0.11,-0.04,-0.17
192901,-0.35,-0.47,-0.22
192902,-0.43,-0.54,-0.33
192903,-0.30,-0.27,-0.33
192904,-0.39,-0.37,-0.40
192905,-0.34,-0.32,-0.35
192906,-0.39,-0.37,-0.42
192907,-0.37,-0.31,-0.43
192908,-0.23,-0.14,-0.31
192909,-0.21,-0.13,-0.28
192910,-0.15,-0.06,-0.24
192911,-0.17,-0.18,-0.16
192912,-0.45,-0.54,-0.36
193001,-0.31,-0.18,-0.45
193002,-0.23,-0.12,-0.33
193003,-0.16,0.03,-0.35
193004,-0.13,-0.07,-0.19
193005,-0.17,-0.17,-0.16
193006,-0.13,-0.08,-0.17
193007,-0.08,0.00,-0.15
193008,-0.12,0.03,-0.28
193009,-0.14,-0.03,-0.25
193010,-0.07,0.01,-0.14
193011,0.19,0.41,-0.02
193012,0.02,0.18,-0.14
193101,-0.01,0.09,-0.12
193102,-0.17,-0.20,-0.15
193103,-0.06,0.00,-0.11
193104,-0.14,-0.13,-0.15
193105,-0.13,-0.09,-0.17
193106,-0.02,0.15,-0.19
193107,-0.01,0.13,-0.15
193108,0.01,0.12,-0.10
193109,0.02,0.19,-0.15
193110,0.03,0.28,-0.23
193111,-0.03,0.19,-0.26
193112,-0.03,0.08,-0.13
193201,0.13,0.31,-0.05
193202,-0.19,-0.21,-0.17
193203,-0.11,-0.10,-0.13
193204,-0.02,0.08,-0.12
193205,-0.12,-0.07,-0.18
193206,-0.12,-0.07,-0.16
193207,-0.21,-0.09,-0.33
193208,-0.26,-0.03,-0.49
193209,-0.06,0.12,-0.25
193210,-0.06,0.11,-0.23
193211,-0.25,-0.26,-0.23
193212,-0.19,-0.15,-0.23
193301,-0.15,-0.10,-0.20
193302,-0.28,-0.31,-0.25
193303,-0.21,-0.24,-0.18
193304,-0.19,-0.13,-0.26
193305,-0.22,-0.26,-0.17
193306,-0.25,-0.28,-0.22
193307,-0.23,-0.12,-0.35
193308,-0.23,-0.14,-0.33
193309,-0.31,-0.29,-0.33
193310,-0.18,-0.18,-0.18
193311,-0.27,-0.22,-0.32
193312,-0.32,-0.40,-0.25
193401,-0.26,-0.29,-0.23
193402,-0.08,0.17,-0.32
193403,-0.26,-0.26,-0.26
193404,-0.26,-0.31,-0.21
193405,-0.05,0.05,-0.14
193406,-0.10,-0.03,-0.18
193407,-0.09,0.02,-0.19
193408,-0.08,-0.03,-0.13
193409,-0.05,-0.11,0.00
193410,-0.02,0.13,-0.16
193411,0.06,0.27,-0.14
193412,-0.02,0.17,-0.21
193501,-0.28,-0.36,-0.20
193502,0.13,0.45,-0.20
193503,-0.16,0.01,-0.33
193504,-0.35,-0.35,-0.36
193505,-0.24,-0.26,-0.21
193506,-0.27,-0.13,-0.40
193507,-0.11,-0.05,-0.17
193508,-0.11,0.02,-0.24
193509,-0.10,-0.07,-0.13
193510,-0.05,0.06,-0.16
193511,-0.16,-0.27,-0.05
193512,-0.08,-0.06,-0.10
193601,-0.29,-0.35,-0.22
193602,-0.27,-0.39,-0.16
193603,-0.19,-0.24,-0.15
193604,-0.14,0.05,-0.33
193605,-0.14,-0.03,-0.24
193606,-0.15,0.04,-0.34
193607,-0.04,0.11,-0.19
193608,-0.01,0.05,-0.07
193609,-0.06,0.06,-0.19
193610,0.02,0.10,-0.07
193611,-0.02,0.04,-0.08
193612,0.01,0.14,-0.11
193701,-0.06,0.07,-0.19
193702,0.01,0.16,-0.15
193703,-0.19,-0.21,-0.17
193704,-0.16,-0.04,-0.28
193705,-0.03,0.15,-0.22
193706,-0.03,0.15,-0.20
193707,-0.02,0.17,-0.21
193708,0.08,0.18,-0.03
193709,0.15,0.33,-0.04
193710,0.11,0.31,-0.09
193711,0.12,0.28,-0.03
193712,-0.04,0.04,-0.12
193801,0.03,0.20,-0.13
193802,0.05,0.22,-0.12
193803,0.08,0.21,-0.04
193804,0.07,0.33,-0.19
193805,-0.06,0.05,-0.16
193806,-0.18,-0.07,-0.29
193807,-0.02,0.00,-0.03
193808,-0.02,0.09,-0.13
193809,0.05,0.18,-0.08
193810,0.10,0.20,0.00
193811,0.07,0.24,-0.11
193812,-0.08,-0.06,-0.11
193901,-0.05,-0.08,-0.02
193902,-0.05,-0.06,-0.05
193903,-0.21,-0.26,-0.16
193904,-0.11,-0.16,-0.06
193905,0.00,0.01,-0.01
193906,0.00,0.01,0.00
193907,0.04,0.06,0.02
193908,0.08,0.11,0.05
193909,-0.02,0.15,-0.18
193910,-0.02,0.09,-0.14
193911,0.10,0.25,-0.04
193912,0.47,0.79,0.16
194001,0.12,0.08,0.16
194002,0.12,0.17,0.08
194003,0.13,0.13,0.13
194004,0.23,0.28,0.19
194005,0.16,0.23,0.09
194006,0.07,0.13,0.02
194007,0.10,0.18,0.01
194008,0.05,0.09,0.02
194009,0.12,0.24,0.00
194010,0.17,0.28,0.06
194011,0.19,0.30,0.08
194012,0.36,0.40,0.31
194101,0.19,0.22,0.15
194102,0.32,0.44,0.20
194103,0.14,0.14,0.14
194104,0.25,0.13,0.38
194105,0.21,0.23,0.19
194106,0.17,0.20,0.15
194107,0.21,0.25,0.18
194108,0.23,0.24,0.22
194109,0.11,0.13,0.10
194110,0.33,0.48,0.17
194111,0.27,0.24,0.30
194112,0.30,0.34,0.25
194201,0.31,0.42,0.19
194202,0.02,-0.07,0.10
194203,0.08,0.06,0.10
194204,0.14,0.11,0.17
194205,0.11,0.16,0.05
194206,0.13,0.17,0.09
194207,0.02,0.08,-0.04
194208,0.05,-0.03,0.13
194209,0.06,0.11,0.01
194210,0.03,0.23,-0.18
194211,0.11,0.23,-0.01
194212,0.07,0.22,-0.08
194301,-0.01,-0.15,0.14
194302,0.08,0.21,-0.04
194303,-0.04,-0.05,-0.03
194304,0.12,0.33,-0.10
194305,0.02,0.21,-0.17
194306,-0.10,-0.09,-0.11
194307,0.09,0.00,0.18
194308,0.03,0.09,-0.03
194309,0.05,0.14,-0.05
194310,0.24,0.50,-0.02
194311,0.21,0.38,0.03
194312,0.22,0.36,0.08
194401,0.32,0.54,0.10
194402,0.29,0.46,0.11
194403,0.31,0.39,0.22
194404,0.20,0.25,0.15
194405,0.24,0.23,0.26
194406,0.21,0.19,0.23
194407,0.16,0.20,0.12
194408,0.17,0.18,0.16
194409,0.33,0.39,0.28
194410,0.27,0.45,0.10
194411,0.21,0.24,0.18
194412,0.19,0.23,0.14
194501,0.20,0.26,0.14
194502,0.08,0.05,0.10
194503,0.08,0.08,0.07
194504,0.29,0.36,0.22
194505,0.15,0.16,0.13
194506,0.12,0.14,0.11
194507,0.11,0.11,0.10
194508,0.35,0.36,0.35
194509,0.22,0.22,0.23
194510,0.13,0.25,0.02
194511,0.12,0.10,0.14
194512,0.00,-0.10,0.10
194601,0.20,0.35,0.05
194602,0.03,0.04,0.03
194603,-0.04,0.06,-0.14
194604,0.02,0.27,-0.22
194605,0.00,0.07,-0.06
194606,-0.13,-0.04,-0.22
194607,-0.10,0.00,-0.19
194608,-0.14,-0.04,-0.24
194609,-0.04,-0.01,-0.07
194610,-0.06,0.00,-0.13
194611,0.01,0.06,-0.04
194612,-0.18,-0.32,-0.05
194701,0.01,0.00,0.01
194702,0.00,0.06,-0.05
194703,0.05,0.28,-0.19
194704,0.09,0.22,-0.04
194705,0.00,0.03,-0.03
194706,0.08,0.06,0.09
194707,0.00,-0.03,0.03
194708,-0.08,-0.08,-0.08
194709,-0.11,-0.04,-0.18
194710,0.03,0.30,-0.25
194711,-0.01,0.13,-0.15
194712,-0.11,-0.03,-0.18
194801,0.01,0.16,-0.15
194802,-0.09,-0.13,-0.04
194803,-0.21,-0.26,-0.16
194804,-0.05,-0.03,-0.06
194805,0.11,0.18,0.04
194806,-0.06,0.09,-0.21
194807,-0.03,0.06,-0.13
194808,-0.04,0.08,-0.17
194809,-0.11,-0.03,-0.19
194810,-0.03,0.05,-0.11
194811,-0.07,0.01,-0.15
194812,-0.21,-0.32,-0.09
194901,0.08,0.18,-0.01
194902,-0.10,-0.09,-0.11
194903,0.03,0.11,-0.05
194904,-0.05,-0.01,-0.08
194905,0.00,0.01,-0.01
194906,-0.15,-0.16,-0.14
194907,-0.07,-0.12,-0.03
194908,-0.08,-0.02,-0.15
194909,-0.14,-0.12,-0.17
194910,-0.06,-0.01,-0.11
194911,-0.10,-0.02,-0.19
194912,-0.11,-0.06,-0.15
195001,-0.19,-0.24,-0.14
195002,-0.21,-0.29,-0.12
195003,-0.06,0.05,-0.17
195004,-0.17,-0.19,-0.15
195005,0.01,-0.04,0.05
195006,-0.01,-0.07,0.06
195007,-0.05,-0.18,0.08
195008,-0.09,-0.18,-0.01
195009,-0.08,-0.08,-0.07
195010,-0.19,-0.05,-0.32
195011,-0.29,-0.29,-0.30
195012,-0.21,-0.07,-0.36
195101,-0.32,-0.38,-0.25
195102,-0.38,-0.50,-0.26
195103,-0.13,-0.12,-0.14
195104,-0.16,0.04,-0.35
195105,0.03,0.21,-0.15
195106,0.03,0.07,-0.01
195107,0.04,0.17,-0.09
195108,0.10,0.28,-0.09
195109,0.14,0.38,-0.10
195110,0.13,0.31,-0.06
195111,0.00,0.05,-0.06
195112,0.18,0.44,-0.07
195201,0.15,0.18,0.12
195202,0.12,0.15,0.09
195203,-0.02,-0.14,0.09
195204,0.09,0.16,0.01
195205,0.00,0.19,-0.19
195206,0.00,0.16,-0.15
195207,0.06,0.15,-0.03
195208,0.07,0.10,0.03
195209,0.08,0.21,-0.06
195210,0.04,0.01,0.08
195211,-0.07,-0.17,0.03
195212,0.03,0.07,-0.02
195301,0.09,0.20,-0.01
195302,0.17,0.34,0.01
195303,0.17,0.23,0.11
195304,0.25,0.40,0.10
195305,0.17,0.31,0.03
195306,0.18,0.27,0.09
195307,0.01,0.25,-0.24
195308,0.03,0.24,-0.17
195309,0.01,0.20,-0.19
195310,0.10,0.26,-0.07
195311,-0.01,0.10,-0.13
195312,0.06,0.21,-0.10
195401,-0.16,-0.17,-0.14
195402,-0.06,0.03,-0.14
195403,-0.12,-0.14,-0.10
195404,-0.15,0.01,-0.31
195405,-0.17,-0.04,-0.31
195406,-0.09,0.04,-0.22
195407,-0.08,0.00,-0.15
195408,-0.11,0.05,-0.28
195409,-0.09,0.07,-0.24
195410,-0.02,0.11,-0.15
195411,0.04,0.32,-0.24
195412,-0.12,-0.08,-0.16
195501,0.13,0.37,-0.11
195502,-0.19,-0.19,-0.18
195503,-0.29,-0.38,-0.20
195504,-0.20,-0.20,-0.20
195505,-0.14,-0.09,-0.20
195506,-0.12,-0.03,-0.20
195507,-0.09,0.00,-0.17
195508,0.04,0.10,-0.02
195509,-0.07,0.03,-0.17
195510,-0.06,0.08,-0.21
195511,-0.23,-0.29,-0.17
195512,-0.27,-0.31,-0.23
195601,-0.09,-0.03,-0.16
195602,-0.17,-0.20,-0.14
195603,-0.13,-0.12,-0.14
195604,-0.24,-0.25,-0.23
195605,-0.25,-0.31,-0.20
195606,-0.15,-0.13,-0.17
195607,-0.09,-0.15,-0.04
195608,-0.25,-0.20,-0.30
195609,-0.19,-0.31,-0.07
195610,-0.24,-0.30,-0.18
195611,-0.13,-0.21,-0.05
195612,-0.01,-0.01,-0.02
195701,-0.03,-0.07,0.00
195702,-0.08,-0.11,-0.04
195703,-0.07,-0.14,-0.01
195704,0.04,-0.05,0.13
195705,0.11,0.00,0.22
195706,0.18,0.14,0.22
195707,0.07,0.12,0.01
195708,0.16,0.22,0.11
195709,0.12,0.17,0.07
195710,0.06,0.04,0.07
195711,0.06,0.10,0.01
195712,0.11,0.21,0.01
195801,0.36,0.63,0.08
195802,0.19,0.27,0.12
195803,0.13,0.19,0.06
195804,0.07,0.01,0.13
195805,0.09,0.08,0.10
195806,0.04,0.11,-0.03
195807,0.12,0.11,0.13
195808,0.02,0.17,-0.14
195809,-0.02,0.05,-0.08
195810,0.03,0.04,0.03
195811,0.00,-0.01,0.02
195812,0.09,0.23,-0.06
195901,0.12,0.21,0.02
195902,0.10,0.19,0.02
195903,0.23,0.38,0.07
195904,0.15,0.19,0.10
195905,0.09,0.09,0.09
195906,0.10,0.19,0.01
195907,0.09,0.08,0.11
195908,0.05,0.13,-0.03
195909,0.02,0.16,-0.13
195910,0.00,-0.02,0.02
195911,-0.04,-0.01,-0.07
195912,0.03,0.10,-0.05
196001,0.04,0.15,-0.07
196002,0.15,0.37,-0.08
196003,-0.24,-0.31,-0.18
196004,-0.10,-0.10,-0.11
196005,-0.07,0.05,-0.18
196006,-0.01,0.21,-0.23
196007,0.01,0.17,-0.15
196008,0.05,0.14,-0.05
196009,0.08,0.15,0.00
196010,0.05,0.03,0.08
196011,-0.12,-0.14,-0.09
196012,0.23,0.47,0.00
196101,0.11,0.19,0.04
196102,0.17,0.22,0.12
196103,0.12,0.15,0.09
196104,0.15,0.11,0.18
196105,0.14,0.12,0.16
196106,0.13,0.20,0.05
196107,0.07,0.10,0.04
196108,0.06,0.10,0.02
196109,0.07,-0.07,0.22
196110,-0.01,-0.10,0.07
196111,0.03,0.05,0.02
196112,-0.12,-0.13,-0.10
196201,0.07,0.27,-0.14
196202,0.16,0.33,0.00
196203,0.16,0.33,-0.02
196204,0.05,0.22,-0.12
196205,-0.04,0.02,-0.10
196206,0.03,-0.06,0.12
196207,0.03,0.13,-0.06
196208,0.00,0.06,-0.05
196209,0.03,0.01,0.05
196210,0.03,0.07,-0.01
196211,0.11,0.16,0.05
196212,0.03,0.12,-0.07
196301,0.01,0.08,-0.07
196302,0.20,0.46,-0.05
196303,-0.10,-0.14,-0.07
196304,-0.03,0.03,-0.10
196305,-0.04,-0.03,-0.04
196306,0.03,-0.01,0.07
196307,0.08,0.15,0.01
196308,0.20,0.18,0.23
196309,0.17,0.14,0.21
196310,0.13,0.32,-0.05
196311,0.11,0.32,-0.09
196312,0.05,0.15,-0.05
196401,-0.04,-0.04,-0.05
196402,-0.10,-0.06,-0.13
196403,-0.20,-0.29,-0.12
196404,-0.26,-0.32,-0.20
196405,-0.20,-0.11,-0.30
196406,-0.03,-0.07,0.00
196407,-0.03,-0.07,0.02
196408,-0.12,-0.19,-0.05
196409,-0.24,-0.27,-0.20
196410,-0.27,-0.32,-0.23
196411,-0.24,-0.29,-0.19
196412,-0.23,-0.22,-0.25
196501,-0.07,-0.04,-0.10
196502,-0.16,-0.35,0.03
196503,-0.13,-0.10,-0.15
196504,-0.17,-0.24,-0.10
196505,-0.11,-0.17,-0.05
196506,-0.08,-0.16,-0.01
196507,-0.07,-0.12,-0.02
196508,-0.02,-0.15,0.11
196509,-0.07,-0.15,0.02
196510,0.01,-0.02,0.04
196511,0.00,0.05,-0.06
196512,-0.03,-0.04,-0.02
196601,-0.15,-0.22,-0.07
196602,-0.03,-0.01,-0.05
196603,0.00,-0.06,0.05
196604,-0.11,-0.19,-0.04
196605,-0.05,-0.02,-0.07
196606,0.04,0.09,-0.01
196607,0.13,0.18,0.08
196608,-0.02,0.21,-0.24
196609,0.01,0.11,-0.09
196610,-0.14,-0.12,-0.16
196611,-0.03,-0.01,-0.04
196612,-0.02,-0.03,-0.01
196701,-0.09,-0.22,0.04
196702,-0.18,-0.30,-0.06
196703,0.04,0.17,-0.09
196704,-0.01,0.11,-0.12
196705,0.19,0.26,0.11
196706,0.00,0.02,-0.01
196707,0.02,0.09,-0.05
196708,0.03,0.11,-0.05
196709,0.01,0.05,-0.04
196710,0.12,0.26,-0.01
196711,-0.05,0.02,-0.12
196712,0.02,0.13,-0.10
196801,-0.22,-0.27,-0.17
196802,-0.14,-0.14,-0.14
196803,0.16,0.38,-0.06
196804,-0.05,0.00,-0.09
196805,-0.06,0.03,-0.16
196806,-0.02,0.03,-0.07
196807,-0.09,-0.02,-0.15
196808,-0.01,-0.01,-0.02
196809,-0.09,0.00,-0.18
196810,0.06,-0.07,0.19
196811,-0.10,-0.26,0.07
196812,-0.11,-0.31,0.09
196901,-0.07,-0.41,0.26
196902,-0.07,-0.35,0.21
196903,0.08,-0.11,0.26
196904,0.19,0.05,0.33
196905,0.22,0.13,0.31
196906,0.10,0.01,0.19
196907,0.03,0.08,-0.02
196908,0.06,0.08,0.04
196909,0.11,0.08,0.13
196910,0.13,-0.01,0.28
196911,0.14,0.15,0.13
196912,0.29,0.42,0.16
197001,0.17,0.10,0.25
197002,0.21,0.21,0.21
197003,0.11,-0.05,0.26
197004,0.10,-0.02,0.22
197005,0.03,0.02,0.03
197006,0.02,0.02,0.02
197007,0.05,0.03,0.06
197008,-0.05,0.01,-0.11
197009,0.10,-0.01,0.21
197010,0.01,-0.23,0.24
197011,0.01,-0.04,0.06
197012,-0.09,-0.25,0.07
197101,-0.04,-0.19,0.10
197102,-0.15,-0.24,-0.06
197103,-0.11,-0.19,-0.02
197104,-0.06,-0.15,0.03
197105,-0.01,-0.08,0.06
197106,-0.09,-0.09,-0.09
197107,-0.03,-0.07,0.02
197108,0.00,-0.11,0.11
197109,0.04,-0.07,0.15
197110,-0.09,-0.25,0.08
197111,-0.10,-0.05,-0.15
197112,-0.06,-0.11,-0.02
197201,-0.18,-0.48,0.13
197202,-0.13,-0.44,0.19
197203,0.08,0.03,0.14
197204,0.06,-0.05,0.17
197205,0.01,-0.11,0.12
197206,0.13,-0.03,0.28
197207,0.07,0.02,0.13
197208,0.20,-0.01,0.42
197209,0.10,-0.18,0.37
197210,0.12,-0.03,0.27
197211,0.03,-0.22,0.28
197212,0.24,0.04,0.43
197301,0.32,0.16,0.47
197302,0.34,0.39,0.29
197303,0.29,0.29,0.29
197304,0.33,0.26,0.40
197305,0.28,0.17,0.39
197306,0.27,0.21,0.33
197307,0.16,0.09,0.22
197308,0.10,0.09,0.11
197309,0.13,-0.04,0.30
197310,0.10,-0.09,0.30
197311,0.04,-0.10,0.19
197312,0.00,0.06,-0.06
197401,-0.08,-0.20,0.05
197402,-0.25,-0.35,-0.16
197403,-0.06,0.03,-0.14
197404,-0.07,-0.05,-0.08
197405,0.01,-0.15,0.16
197406,0.00,-0.13,0.13
197407,0.02,-0.05,0.08
197408,0.11,-0.06,0.28
197409,-0.05,-0.10,0.00
197410,-0.03,-0.19,0.14
197411,-0.10,-0.28,0.07
197412,-0.09,-0.26,0.07
197501,0.05,0.04,0.06
197502,0.10,0.12,0.08
197503,0.16,0.15,0.17
197504,0.09,0.11,0.07
197505,0.15,0.01,0.29
197506,0.08,-0.01,0.17
197507,0.02,-0.03,0.07
197508,-0.09,-0.09,-0.10
197509,0.02,-0.04,0.08
197510,-0.15,-0.23,-0.07
197511,-0.19,-0.33,-0.04
197512,-0.12,-0.13,-0.10
197601,-0.02,0.04,-0.08
197602,-0.08,-0.15,0.00
197603,-0.16,-0.25,-0.06
197604,-0.02,0.07,-0.10
197605,-0.18,-0.19,-0.17
197606,-0.07,-0.16,0.01
197607,0.00,-0.16,0.16
197608,-0.04,-0.12,0.05
197609,0.02,-0.02,0.06
197610,-0.21,-0.47,0.05
197611,-0.05,-0.30,0.21
197612,0.16,-0.17,0.49
197701,0.24,-0.05,0.52
197702,0.20,0.03,0.37
197703,0.23,0.18,0.28
197704,0.26,0.24,0.28
197705,0.31,0.27,0.34
197706,0.28,0.28,0.28
197707,0.22,0.14,0.31
197708,0.23,0.11,0.35
197709,0.12,0.20,0.03
197710,0.07,-0.05,0.19
197711,0.19,0.27,0.11
197712,0.10,0.08,0.11
197801,0.12,0.20,0.03
197802,0.16,0.10,0.21
197803,0.22,0.21,0.22
197804,0.15,0.15,0.15
197805,0.11,-0.01,0.23
197806,0.04,-0.10,0.18
197807,0.09,-0.03,0.21
197808,-0.07,-0.10,-0.04
197809,0.10,0.03,0.17
197810,0.06,0.01,0.10
197811,0.18,0.20,0.16
197812,0.12,0.06,0.18
197901,0.15,0.07,0.24
197902,-0.04,-0.30,0.22
197903,0.17,0.11,0.23
197904,0.09,-0.16,0.35
197905,0.14,0.06,0.21
197906,0.19,0.16,0.23
197907,0.12,0.13,0.11
197908,0.21,0.13,0.29
197909,0.28,0.26,0.30
197910,0.28,0.22,0.34
197911,0.27,0.19,0.36
197912,0.51,0.58,0.44
198001,0.36,0.31,0.41
198002,0.46,0.48,0.43
198003,0.35,0.10,0.59
198004,0.35,0.20,0.51
198005,0.39,0.29,0.48
198006,0.27,0.25,0.29
198007,0.31,0.22,0.40
198008,0.28,0.16,0.40
198009,0.25,0.10,0.41
198010,0.19,0.15,0.23
198011,0.26,0.17,0.35
198012,0.24,0.14,0.33
198101,0.51,0.79,0.22
198102,0.42,0.61,0.24
198103,0.46,0.61,0.31
198104,0.34,0.40,0.27
198105,0.28,0.26,0.30
198106,0.33,0.34,0.31
198107,0.32,0.18,0.46
198108,0.35,0.23,0.46
198109,0.22,0.20,0.25
198110,0.25,0.29,0.21
198111,0.29,0.36,0.21
198112,0.45,0.58,0.33
198201,0.09,-0.10,0.29
198202,0.21,0.21,0.20
198203,0.05,0.05,0.05
198204,0.16,0.20,0.11
198205,0.18,0.10,0.26
198206,0.10,0.07,0.13
198207,0.19,0.11,0.26
198208,0.11,0.00,0.21
198209,0.20,0.11,0.29
198210,0.17,0.04,0.29
198211,0.16,-0.12,0.45
198212,0.45,0.40,0.49
198301,0.49,0.46,0.53
198302,0.46,0.35,0.57
198303,0.42,0.39,0.45
198304,0.28,0.06,0.50
198305,0.38,0.11,0.65
198306,0.30,0.19,0.41
198307,0.23,0.25,0.20
198308,0.36,0.30,0.43
198309,0.42,0.28,0.57
198310,0.22,0.12,0.32
198311,0.35,0.51,0.20
198312,0.24,0.21,0.27
198401,0.31,0.33,0.28
198402,0.20,0.07,0.33
198403,0.31,0.25,0.36
198404,0.12,-0.01,0.25
198405,0.36,0.29,0.43
198406,0.11,0.11,0.10
198407,0.18,0.11,0.24
198408,0.21,0.12,0.29
198409,0.24,0.08,0.40
198410,0.17,0.05,0.29
198411,0.08,-0.09,0.25
198412,0.02,-0.31,0.35
198501,0.27,0.17,0.38
198502,0.04,-0.22,0.29
198503,0.22,0.05,0.39
198504,0.15,-0.01,0.30
198505,0.20,0.10,0.29
198506,0.19,0.10,0.28
198507,0.04,-0.03,0.12
198508,0.17,0.03,0.31
198509,0.17,0.06,0.27
198510,0.13,-0.01,0.26
198511,0.11,0.07,0.15
198512,0.19,0.20,0.18
198601,0.28,0.32,0.24
198602,0.39,0.34,0.44
198603,0.31,0.27,0.35
